Provider Number,State,Clinical Process of Care Score, Patient Experience of Care Score,Outcome Score,Efficiency Score,TPS
460041,UT,42.85714286,27,24.28571429,10,23.25
460042,UT,55.71428571,32,46,0,31.97142857
460044,UT,68.57142857,34,42.5,0,32.35714286
460047,UT,35.71428571,17,24.28571429,0,17.53571429
460049,UT,80,51,,0,34.58333333
460051,UT,54.28571429,18,54.28571429,10,34.14285714
460052,UT,75.71428571,32,35,0,29.57142857
460054,UT,33.33333333,53,,0,27.63888889
460057,UT,81.42857143,78,,0,46.07142857
460058,UT,52.85714286,30,60,30,44.28571429
460060,UT,77.14285714,50,,30,46.19047619
470001,VT,47.14285714,36,50,20,38.71428571
470003,VT,47.14285714,35,45.71428571,0,31.75
470005,VT,68.57142857,57,38.57142857,20,41.53571429
470011,VT,52.85714286,64,42.5,40,48.28571429
470012,VT,42.85714286,35,52,40,43.83571429
470024,VT,68.57142857,29,35,10,30.60714286
490001,VA,47.14285714,53,84,50,64.06428571
490002,VA,,27,73.33333333,40,51.2037037
490004,VA,84.28571429,26,61.42857143,20,44.5
490005,VA,48.57142857,11,54.28571429,0,29.32142857
490007,VA,72.85714286,49,48.57142857,10,41.46428571
490009,VA,65.71428571,19,42.85714286,0,28.46428571
490011,VA,70,33,42.85714286,10,34.89285714
490013,VA,42.85714286,49,45,60,49.53571429
490017,VA,50,29,55.71428571,10,37.03571429
490018,VA,72.85714286,51,41.42857143,40,46.60714286
490019,VA,57.14285714,49,56,40,50.36428571
490020,VA,100,19,63.33333333,20,45.08333333
490021,VA,65.71428571,40,40,30,40.07142857
490022,VA,70,22,61.42857143,0,37.07142857
490023,VA,32.85714286,30,32.85714286,0,23.92857143
490024,VA,45.71428571,25,27.14285714,10,24.17857143
490032,VA,64.28571429,36,34.28571429,0,29.14285714
490033,VA,70,29,56.66666667,60,51.91666667
490037,VA,48.57142857,33,68.33333333,40,50.44047619
490038,VA,78.57142857,63,56.66666667,40,56.27380952
490040,VA,65.71428571,28,67.14285714,0,40.42857143
490041,VA,90,39,41.42857143,50,47.82142857
490042,VA,50,41,76.66666667,40,55.91666667
490043,VA,35.71428571,40,41.42857143,0,30.14285714
490044,VA,54.28571429,61,54.28571429,30,49.89285714
490045,VA,64.28571429,17,48.57142857,0,30.10714286
490046,VA,71.42857143,64,50,10,45.64285714
490048,VA,95.71428571,17,58.57142857,0,37.25
490050,VA,68.57142857,67,57.14285714,10,48.96428571
490052,VA,67.14285714,30,52.85714286,10,37.85714286
490053,VA,40,26,65.71428571,30,44.28571429
490057,VA,51.42857143,46,58.57142857,20,45.07142857
490059,VA,48.57142857,32,64.28571429,0,38.57142857
490060,VA,74.28571429,24,70,60,56.42857143
490063,VA,65.71428571,31,40,0,30.32142857
490066,VA,48.57142857,58,61.66666667,50,56.52380952
490067,VA,51.42857143,25,51.42857143,20,36.96428571
490069,VA,81.42857143,45,45.71428571,10,40.17857143
490075,VA,82.85714286,25,22.85714286,0,23.67857143
490077,VA,55.71428571,40,45.71428571,30,41.35714286
490079,VA,30,17,64.28571429,10,35.46428571
490084,VA,95.71428571,44,50,50,53.07142857
490088,VA,36,31,50,100,56.35
490089,VA,86,26,33.33333333,90,50.93333333
490090,VA,74.28571429,34,40,10,34.42857143
490092,VA,61.42857143,34,56.66666667,100,62.30952381
490093,VA,65.71428571,62,50,10,44.57142857
490094,VA,,51,,20,35.5
490097,VA,70,38,60,50,53
490098,VA,74.28571429,52,70,40,58.42857143
490101,VA,58.57142857,36,57.14285714,20,42.71428571
490107,VA,90,19,64.28571429,10,41.96428571
490110,VA,84.28571429,28,38.33333333,0,30.76190476
490111,VA,81.42857143,54,60,10,48.14285714
490112,VA,92.85714286,25,28.57142857,0,26.96428571
490113,VA,61.42857143,28,28.57142857,20,29.57142857
490114,VA,58.57142857,44,75,70,64.35714286
490115,VA,37.14285714,33,36,0,26.36428571
490116,VA,61.42857143,47,56,0,40.29285714
490117,VA,,93,40,50,57.5
490118,VA,91.42857143,34,45.71428571,10,38.42857143
490119,VA,54.28571429,55,57.14285714,30,49.53571429
490120,VA,67.14285714,34,51.42857143,10,38.28571429
490122,VA,68.57142857,41,50,30,44.60714286
490123,VA,62.85714286,62,0,70,39.28571429
490126,VA,100,48,62.5,50,59.5
490127,VA,,65,23.33333333,60,45.09259259
490130,VA,51.42857143,25,42.85714286,60,43.53571429
490136,VA,64.28571429,25,45.71428571,0,30.96428571
490140,VA,67.14285714,49,52.85714286,20,45.10714286
490141,VA,47.14285714,18,68.57142857,10,39.14285714
490143,VA,85.71428571,72,75,30,64.07142857
490144,VA,100,69,,0,45.41666667
500001,WA,68.57142857,39,38.57142857,30,39.53571429
500002,WA,61.42857143,29,58.57142857,40,46.82142857
500003,WA,57.14285714,26,55.71428571,30,42
500005,WA,65.71428571,39,61.42857143,30,48.39285714
500007,WA,22.85714286,35,55,60,48.03571429
500008,WA,55.71428571,60,50,10,43.07142857
500011,WA,35.71428571,12,44.28571429,20,29.28571429
500012,WA,32.85714286,18,43.33333333,10,27.61904762
500014,WA,51.42857143,29,47.14285714,40,41.25
500015,WA,52.85714286,9,54.28571429,0,29.25
500016,WA,35.71428571,44,57.14285714,60,52.42857143
500019,WA,60,40,41.66666667,60,47.66666667
500021,WA,50,23,65,30,44.25
500024,WA,68.57142857,30,47.14285714,50,45.71428571
500025,WA,75,27,30,0,26.25
500026,WA,38.57142857,14,25.71428571,40,27.64285714
500027,WA,51.42857143,35,34.28571429,20,32.60714286
500030,WA,62.85714286,27,51.42857143,60,48.60714286
500031,WA,45.71428571,29,38,30,34.52142857
500033,WA,12.85714286,37,33.33333333,80,43.86904762
500036,WA,28.57142857,15,15.71428571,40,22.89285714
500037,WA,,36,70,80,63.33333333
500039,WA,35.71428571,14,25.71428571,20,22.35714286
500041,WA,55.71428571,33,58.57142857,70,54.75
500044,WA,61.42857143,16,30,0,22.14285714
500049,WA,35.71428571,40,66.66666667,80,60.23809524
500050,WA,62.85714286,19,25.71428571,50,33.82142857
500051,WA,80,42,37.14285714,40,43.35714286
500053,WA,44.28571429,26,78,30,49.62857143
500054,WA,60,24,41.42857143,10,31.07142857
500058,WA,80,31,55.71428571,0,38.03571429
500060,WA,67.14285714,18,0,70,28.71428571
500064,WA,70,19,31.42857143,0,24.32142857
500072,WA,45.71428571,39,58.57142857,40,47.75
500077,WA,51.42857143,21,18.57142857,0,17.82142857
500079,WA,58.57142857,20,50,20,35.85714286
500084,WA,72.85714286,29,65,0,40.53571429
500088,WA,70,28,30,40,36
500108,WA,45.71428571,19,41.42857143,20,30.89285714
500119,WA,95.71428571,30,15,10,25.57142857
500124,WA,37.14285714,38,57.14285714,40,46.07142857
500129,WA,57.14285714,22,31.42857143,40,33.78571429
500139,WA,54.28571429,40,50,20,40.42857143
500141,WA,34.28571429,24,55.71428571,10,34.21428571
500148,WA,85,75,50,100,72.25
500150,WA,72.85714286,52,25.71428571,60,45.57142857
500151,WA,54.28571429,34,28.57142857,30,32.85714286
500152,WA,62.85714286,37,22,30,31.83571429
510001,WV,87.14285714,24,28.57142857,0,26.14285714
510002,WV,51.42857143,39,66,50,53.79285714
510006,WV,85.71428571,33,54.28571429,30,46.03571429
510007,WV,44.28571429,47,50,0,36.17857143
510008,WV,64.28571429,23,44.28571429,10,32.39285714
510012,WV,74.28571429,51,50,30,47.67857143
510013,WV,57.14285714,52,40,10,37.21428571
510022,WV,50,25,42.85714286,0,28.39285714
510023,WV,34.28571429,33,80,0,43.67857143
510024,WV,64.28571429,44,64.28571429,0,43.14285714
510029,WV,30,26,48.57142857,40,38.92857143
510030,WV,67.14285714,34,45,80,53.21428571
510031,WV,65.71428571,62,90,50,70.57142857
510038,WV,58.57142857,27,70,60,55.60714286
510039,WV,74.28571429,21,52.85714286,0,33.82142857
510046,WV,44.28571429,33,44.28571429,10,32.89285714
510047,WV,72.85714286,16,38,10,28.98571429
510048,WV,30,22,76.66666667,50,51.66666667
510050,WV,44.28571429,32,24.28571429,0,22.14285714
510055,WV,68.57142857,34,28.57142857,20,31.78571429
510058,WV,50,17,44.28571429,0,26.96428571
510062,WV,70,17,90,40,57.25
510070,WV,34.28571429,10,55.71428571,10,30.71428571
510071,WV,82.85714286,46,35,0,33.78571429
510072,WV,,35,50,80,54.16666667
510082,WV,51.42857143,50,6.666666667,50,32.80952381
510086,WV,34,66,50,90,62.4
520002,WI,68.57142857,70,66,90,73.25714286
520004,WI,64.28571429,48,68.57142857,30,53.35714286
520008,WI,55.71428571,36,28.57142857,0,26
520009,WI,80,60,57.14285714,30,53.35714286
520011,WI,84.28571429,69,46.66666667,80,64.3452381
520013,WI,55.71428571,53,47.14285714,10,40.17857143
520017,WI,75.71428571,84,50,50,61.07142857
520019,WI,84.28571429,54,34,80,55.52857143
520021,WI,80,39,72.85714286,20,51.89285714
520027,WI,72.85714286,28,57.14285714,30,44.64285714
520028,WI,44.28571429,80,66.66666667,50,63.5952381
520030,WI,37.14285714,39,34.28571429,30,34.67857143
520033,WI,48.57142857,67,30,80,53.60714286
520034,WI,75.71428571,68,46.66666667,40,53.23809524
520035,WI,65.71428571,67,44,30,48.42142857
520037,WI,61.42857143,28,14.28571429,10,21.35714286
520038,WI,82.85714286,55,70,30,57.53571429
520041,WI,67.14285714,37,30,80,47.96428571
520044,WI,48.57142857,34,30,30,32.85714286
520045,WI,35.71428571,38,47.14285714,40,41.92857143
520048,WI,54.28571429,53,47.14285714,30,45.03571429
520049,WI,54.28571429,72,64.28571429,20,54.14285714
520051,WI,45.71428571,26,55.71428571,20,38.35714286
520057,WI,75.71428571,78,66.66666667,40,63.73809524
520059,WI,81.42857143,44,43.33333333,30,43.97619048
520062,WI,95.71428571,70,46,20,50.47142857
520063,WI,71.42857143,26,23.33333333,40,32.97619048
520066,WI,51.42857143,49,65.71428571,30,51.17857143
520070,WI,77.14285714,53,54.28571429,0,42.67857143
520071,WI,52.85714286,56,37.5,80,54.28571429
520075,WI,51.42857143,50,30,10,32.14285714
520076,WI,65.71428571,57,40,50,49.32142857
520078,WI,48.57142857,27,48.57142857,30,38.53571429
520083,WI,58.57142857,66,45.71428571,30,48.14285714
520087,WI,45.71428571,51,42.85714286,20,39.46428571
520088,WI,70,53,57.14285714,50,55.60714286
520089,WI,65.71428571,51,60,40,53.32142857
520091,WI,78.57142857,61,40,60,54.10714286
520095,WI,80,97,70,80,80.25
520096,WI,31.42857143,27,41.42857143,20,31.46428571
520097,WI,74.28571429,66,42,50,53.22857143
520098,WI,68.57142857,63,44.28571429,20,45.32142857
520102,WI,92.85714286,53,20,20,35.53571429
520103,WI,80,48,24.28571429,0,29.71428571
520107,WI,51.42857143,45,48,50,48.09285714
520109,WI,71.42857143,32,36.66666667,60,44.80952381
520113,WI,55.71428571,52,71.66666667,40,57.23809524
520116,WI,75.71428571,60,43.33333333,0,39.9047619
520136,WI,50,26,21.42857143,20,25.07142857
520138,WI,58.57142857,35,51.42857143,10,37.67857143
520139,WI,60,36,34.28571429,0,28.71428571
520160,WI,61.42857143,29,35.71428571,40,37.67857143
520177,WI,57.14285714,52,45.71428571,10,39.5
520189,WI,88.57142857,45,65,10,48.60714286
520193,WI,87.14285714,69,60,20,54.96428571
520194,WI,98.33333333,100,,80,91.38888889
520196,WI,83.33333333,100,,50,76.38888889
520198,WI,80,64,62.5,10,51.5
520202,WI,78.57142857,54,34.28571429,40,45.07142857
520204,WI,54.28571429,55,11.66666667,40,33.8452381
520205,WI,98.33333333,99,,40,74.30555556
520206,WI,78.57142857,82,57.14285714,0,51.21428571
520207,WI,81.42857143,72,51.42857143,20,51.71428571
520208,WI,64.28571429,62,72.5,0,50.92857143
530002,WY,62.85714286,53,0,40,29.53571429
530006,WY,48.57142857,29,33.33333333,40,35.44047619
530008,WY,34.28571429,15,56.66666667,100,54.8452381
530011,WY,42.85714286,16,13.33333333,70,31.11904762
530012,WY,72.85714286,20,41.42857143,0,28.85714286
530014,WY,45.71428571,26,51.42857143,0,31.64285714
530015,WY,44.28571429,57,50,70,56.17857143
530025,WY,47.14285714,55,60,50,54.96428571
530032,WY,48.57142857,45,50,0,36.10714286
530033,WY,51.66666667,69,,10,41.52777778
670005,TX,70,95,,0,51.25
670006,TX,94.28571429,42,70,0,47.92857143
670008,TX,68.33333333,80,,10,48.88888889
670019,TX,38.57142857,18,100,0,48.35714286
670023,TX,78.57142857,40,40,0,33.85714286
670024,TX,74.28571429,40,60,10,43.92857143
670025,TX,96.66666667,87,66.66666667,0,58.08333333
670031,TX,61.42857143,21,50,10,33.89285714
670034,TX,65.71428571,40,35.71428571,10,33.35714286
670041,TX,42.85714286,37,44.28571429,0,31.25
670043,TX,48.57142857,15,65,0,34.60714286
670044,TX,74.28571429,49,58.33333333,0,43.01190476
670046,TX,83.33333333,97,,0,54.30555556
670047,TX,61.42857143,27,40,0,28.89285714
670049,TX,90,99,,30,68.75
670053,TX,35,15,61.42857143,10,34.32142857
670055,TX,81.42857143,34,37.14285714,10,34
670056,TX,45.71428571,35,52.85714286,0,34.46428571
670059,TX,96.66666667,76,,0,47.77777778
670060,TX,68.57142857,27,50,0,33.60714286
670061,TX,51.66666667,52,95,0,56.16666667
670067,TX,65,99,,10,56.25
670068,TX,75.71428571,50,65,0,46.07142857
670071,TX,100,87,50,10,54.25
670073,TX,93.33333333,71,,0,45.13888889
670075,TX,42.85714286,15,28.33333333,0,19.36904762
670076,TX,56.66666667,98,100,10,72.66666667
670077,TX,54.28571429,32,58.57142857,10,39.35714286
670079,TX,41.42857143,21,53.33333333,0,30.72619048
670080,TX,65.71428571,71,70,40,62.32142857
670082,TX,72.85714286,42,42.85714286,0,34.92857143
670085,TX,78.57142857,60,58.33333333,0,46.19047619
670088,TX,28.57142857,53,16,30,30.00714286
